,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,2121 Eye Street NW,,"Washington , DC 20052",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/hyundai-scholarship/,"It is anticipated that South Korean scholars will utilize their knowledge to enhance the viability of the South Korean economy through the expansion of educational technology in the fields of international business, international banking, computer science, information technology, research and development, and related fields. The program is also designed to interest American scholars in Korea and to further the bilateral cultural, economic, and political exchanges between the United States and the Republic of Korea.(adsbygoogle = window.adsbygoogle || []).push({});Hyundai Scholarships of up to full tuition (fees excluded) are awarded for the period of one academic year for J-1 or U.S. citizens that are incoming and studying full-time at the PhD or Master's level at GWU in the School of Engineering and Applied Science or the School of Busines.Awards are made annually to both South Korean and U.S. citizens. Korean Applicants are expected to return to Korea upon completion of their programs of study to contribute to the economic advancement of Korea. U.S. students need to demonstrate a substantive commitment to Korea in their past and in their future careers. School of Business (excluding Executive Education programs) and School of Engineering and Applied Science Hyundai scholarship candidates must take their coursework at the Foggy Bottom Campus. Eligible fields of study are all programs in the School of Engineering and Applied Science and the School of Business as they relate to Korea or Korean-American relations. All recipients must be full-time masters or doctoral students, and demonstrate high scholastic achievement by maintaining required academic averages for their programs of studies. Incoming Korean students must have minimum TOEFL scores of 600 on the written test or 105 on the internet-based exam, or an IELTS overall band score of 7.0 (with no individual band below 6.0).Awards are limited, but are up to $5,000 (full-time) or $2,500 (part-time) for the academic year.For more information or to apply, please visit the scholarship provider's website.",Hyundai Scholarship
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/hershey-company-tribal-scholarship-for-tribal-colleges/,"Native American/Alaska Native undergraduate students attending tribal colleges and universities are eligible to apply for both the American Indian College Fund Full Circle Scholarship Program and the American Indian College Fund TCU Scholarship Program.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for both scholarships include:-U.S. citizenship-Enrollment in an accredited tribal college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the Hershey Company Tribal Scholarship:-Be a Freshman, Sophomore, Junior, Senior in college-Minimum 3.0 GPA-Majoring in math, technology, science, engineering and/or business-Recipients are strongly encouraged to apply for the Hershey Company’s internship programFor more information or to apply, please visit the scholarship provider's website.",Hershey Company Tribal Scholarship for Tribal Colleges
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/hershey-company-tribal-scholarship/,"The American Indian College Fund Full Circle Scholarship Program scholarships are awarded to students attending non-tribal colleges.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for Full Circle scholarships include:-U.S. citizenship-Enrolled full-time in an accredited public or private (non-profit) college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the Hershey Company Tribal Scholarship:-Be a Freshman, Sophomore, Junior, Senior in college-Minimum 3.0 GPA-Priority is given to students from or studying at schools in PA, TN, VA and IL, or who are residents of these states-Majoring in math, technology, science, engineering and/or business-Recipients are strongly encouraged to apply for the Hershey Company's internship programFor more information or to apply, please visit the scholarship provider's website.",Hershey Company Tribal Scholarship
0,3900 Whiteside St.,,"Los Angeles, CA 90063",gcruz@greatmindsinstem.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/henaac-scholars-program/,"HENAAC scholarship recipients continue to pave the way for future generations of Hispanics and lead by example to empower our communities and enhance our nation’s professional technical workforce. In order to apply for the scholarship, applicants must demonstrate merit through academic achievements, leadership and campus/community activities; have a minimum 3.0 GPA; be pursuing a STEM-related degree and be of Hispanic origin and/or must significantly demonstrate leadership or service within the Hispanic community. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",HENAAC Scholars Program
0,185 Oakes St SW,,"Grand Rapids, MI 49503",rbishop@grfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/grcf-economic-club-business-study-abroad-scholarship/,"The Economic Club of Grand Rapids established a fund in 2000 to provide financial assistance to students pursuing study abroad in business. The Economic Club is an association of individuals interested in and contributing to the growing economic health of the Grand Rapids metropolitan area.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Applicant must have sophomore or above standing at the time of application in an undergraduate business program or in a graduate-level business program at any public college or university of their choice.-Applicant must have a declared major in accounting, business administration, economics, managerial science (all areas), mathematics, computer science, engineering, marketing, or fields of study related to business or economics-Applicant must have at least a 3.0 GPA-Applicant must be a resident of Kent, Allegan, Ottawa, or Muskegon counties for the prior three years or must be a resident student at a public college or university in the West Michigan area for the prior two years or more consecutively-Foreign study programs must be endorsed and accepted as a part of or as a credit course in the applicant's degree-granting college or university. Funds must be administered through the home college/university financial aid office-The recipient may be asked to deliver a brief oral presentation to the Economic Club of Grand Rapids within six (6) months of return to the United StatesFor more information or to apply, please visit the scholarship provider's website.",GRCF Economic Club Business Study Abroad Scholarship
0,5005 Greenville Ave,Suite 100A,"Dallas, TX 75206",djohnson@haydenconsultants.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/gorrondona-and-associates-inc-wts-high-school-scholarships/,"WTS fosters the development of women and girls in the transportation field by encouraging bright new professionals and students to undertake careers in the area of transportation. Studies in science, technology, engineering and math (STEM) are critical for this career path, but this requires a significant commitment to education.(adsbygoogle = window.adsbygoogle || []).push({});The Gorrondona & Associates, Inc./WTS High School Scholarships were founded with the goal of encouraging female high school seniors to pursue STEM studies at the community college or university level. These scholarships are targeted towards Dallas-Fort Worth area students with a financial need, who are among the first of their family members to attend college, are working to contribute to a family budget or participating in activities outside of schoolwork, and wish to pursue a career in the transportation field.Eligibility:-Open to high school senior girls-Must have a GPA of 2.0 or higher-Currently enrolled in a high school in the Dallas-Fort Worth region-Demonstrated financial need-Working to contribute to family budget or participating in extracurricular activities-Considering a career in a transportation-related field-No family, personal, or professional connection with any member of the Greater Dallas/Fort Worth Chapter of WTS-Past Spring Gorrondona & Associates, Inc./WTS Scholarship winners are not eligibleFor more information or to apply, please visit the scholarship provider's website.","Gorrondona & Associates, Inc./WTS High School Scholarships"
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/google-lime-scholarship-for-students-with-disabilities/,"Google partnered with Lime Connect to help university students with disabilities work toward their academic goals in the field of computer science. Students must have a visible or invisible disability, be enrolled as an undergraduate or graduate student at a university for the upcoming school year and plan to enroll as a full-time student at a university in the US or Canada for the upcoming school year. They must also be pursuing a degree in computer science, computer engineering or a degree in a closely related technical field. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Google Lime Scholarship for Students with Disabilities
0,P.O. Box 3363,,"Warrenton, VA 20188",kim@saddleranchdigital.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/geri-wolff-scholarship-for-women-in-computer-science-or-design-degrees/,"The Digital Signage Federation established the Geri Wolff Scholarship Fund which awards a scholarship for a young woman who is committed to majoring in computer sciences as a way in which to interest them in choosing a career in the digital signage industry. Applicants must be a sophomore, junior or senior in college and demonstrate a commitment to a career in the field of computer sciences and specifically digital signage. A minimum 3.0 GPA is required as well. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Geri Wolff Scholarship For Women in Computer Science or Design Degrees
0,P.O. Box 204086,,"Austin, TX 78720",info@connect-community.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/future-leaders-of-it-scholarship/,"The Future Leaders of IT Scholarship is open to high school seniors and college students pursuing a career in information engineering, information management (or related academic discipline). Scholarships include $2,000 payable to your academic institution on your behalf.(adsbygoogle = window.adsbygoogle || []).push({});Submission materials:-Most recent high school or college transcripts-Three letters of recommendations from teachers and or counselors-High school seniors must provide proof of university or college acceptance-An essay (1,000-word minimum) on why you are pursuing a career in information engineering, information management (or related academic discipline) and what you hope to accomplish in your careerFor more information or to apply, please visit the scholarship provider's website.",Future Leaders of IT Scholarship
0,P.O. Box 2788,,"Honolulu, HI 96803",sandyw@servco.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/fukunaga-scholarship-foundation/,"The Fukunaga Scholarship Foundation offers scholarships to Hawaii residents pursuing degrees in Business Administration, or other business-related fields, at any accredited four-year college or university.(adsbygoogle = window.adsbygoogle || []).push({});Four-year scholarships are awarded to students just entering college in increments of $4,000 annually. Assuming eligibility is maintained, a total of $16,000 will be awarded over four years. Students already enrolled in college will receive awards varying in amount and duration depending on individual circumstances. These awards will cover only the remainder of the student’s originally approved undergraduate program’s cost. Approximately 40-50 students will be attending various colleges and universities on our scholarships annually. We anticipate awarding approximately 10 new scholarships.For more information or to apply, please visit the scholarship provider's website.",Fukunaga Scholarship Foundation
0,1845 Precinct Line Road,Suite 212,"Hurst, TX 76054",gina.lacy@edsf.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/franchise-services-inc-pip-scholarship/,"EDSF scholarships are awarded to full-time students who are committed to pursuing a career in the document management and graphic communications marketplace. To be eligible, students must attend California Polytechnic State University and be pursuing a degree in graphic communication. A minimum 3.0 GPA is required.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.","Franchise Services, Inc. PIP Scholarship"
0,6599 Jacaranda Avenue,,"Fontana, CA 92336",scholarships@fontanatransport.net,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/fontana-transport-inc-scholars-program/,"The Fontana Transport Inc. Scholars Program is open to underrepresented, low-income and first-generation college-bound students. Students must be pursuing an undergraduate degree full-time in transportation, math, science, engineering, architecture, environmental design, PreMed, psychology, Spanish language/literature. The applicant does not have to be a U.S. citizen but must have a minimum 3.5 GPA and proof of attending college beginning in the fall semester. Recommendation by a faculty member is optional but highly suggested. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Fontana Transport Inc. Scholars Program
0,1427 E. Piedmont Drive,Suite 2,"Tallahassee, FL 32308",tim@flash.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/flash-international-code-council-scholarship/,"The International Code Council (ICC) Scholarship is available to master and doctorate students performing research in any one of the following areas:(adsbygoogle = window.adsbygoogle || []).push({});-The effectiveness of building codes against natural disasters-Education/outreach research focused on building codes-Research into the incentives and impediments for building code adoption/enforcementEligibility:-Must possess a bachelor's degree from a higher education institution which is accredited by the responsible regional or national agency-The proposed faculty member who will direct the applicant's graduate study must complete and return an appraisal of the student's capabilitiesAttendance at the FLASH annual conference for in-person presentation of the research in poster or presentation format is required as part of the scholarship award criteria. For full details and to apply, please visit the scholarship provider's website.",FLASH International Code Council Scholarship
0,1330 Post Oak Boulevard,Suite 2550,"Houston, TX 77056",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/exxonmobil-bernard-harris-math-and-science-scholarships/,"The ExxonMobil Bernard Harris Math and Science Scholarships were established to encourage minority students to pursue college degrees and careers in science, technology, engineering, and math. The scholarship program was created in 2010 by Dr. Bernard Harris, a former astronaut, physician, and businessman, and ExxonMobil to increase the number of underrepresented students pursuing careers in science, technology, engineering or math (STEM). Each spring, $5,000 scholarships are awarded to two African American and two Hispanic students currently completing their senior year of high school in a member district of the Council of the Great City Schools. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",ExxonMobil Bernard Harris Math and Science Scholarships
0,4616 Henry Street,,"Pittsburgh, PA 15213",ini-admissions@andrew.cmu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/executive-womens-forum-ini-fellowship/,"Carnegie Mellon University's Information Networking Institute (INI) and Carnegie Mellon CyLab have partnered with the Executive Women's Forum (EWF), sponsored by Alta Associates, to offer a full scholarship to an incoming INI graduate student in information networking or information security.(adsbygoogle = window.adsbygoogle || []).push({});This scholarship was first offered in the fall 2007 to support a student from a historically underrepresented population in the area of information networking and security, including women. Awardees, known as EWF Fellows, receive a full scholarship and are mentored by an EWF participant who is a woman at a senior level in the information security field.Eligibility:-Meet all criteria for admission to the INI's MSISTM program or MSIN program-Have an accumulated GPA of at least 3.25 prior to entering Carnegie Mellon and maintain a minimum 3.25 GPA while at the INI-Have no outstanding employment contract or obligation while attending Carnegie Mellon-Show exemplary promise and potential-Demonstrate exceptional leadership skillsFor more information and to apply, please visit the scholarship provider's website.",Executive Women's Forum INI Fellowship
0,575 7th St. NW,Suite 300,"Washington, DC 20004",info@applyists.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/esa-foundation-scholarship-program-for-minority-students/,"The ESA Foundation scholarships are offered for full-time undergraduate study at accredited four-year colleges and universities in the USA. Up to 30 scholarships of $3,000 each will be awarded annually, 15 to graduating high school seniors and 15 to current college students. Women and minority students are eligible to apply, so long as they are U.S. citizens and have a minimum 2.75 GPA. Students must also be pursuing degrees leading to careers in computer and video game arts. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",ESA Foundation Scholarship Program for Minority Students
0,1315 East West Highway,Room 10703,"Silver Spring, MD 20910",studentscholarshipprograms@noaa.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/ernest-f-hollings-undergraduate-scholarship/,"The National Oceanic and Atmospheric Administration (NOAA) Ernest F. Hollings (Hollings) scholarship program is designed to: (1) increase undergraduate training in oceanic and atmospheric science, research, technology, and education and foster multidisciplinary training opportunities; (2) increase public understanding and support for stewardship of the ocean and atmosphere and improve environmental literacy; (3) recruit and prepare students for public service careers with the National Oceanic and Atmospheric Administration and other natural resource and science agencies at the federal, state and local levels of government; and (4) recruit and prepare students for careers as teachers and educators in oceanic and atmospheric science and to improve scientific and environmental education in the United States.(adsbygoogle = window.adsbygoogle || []).push({});Eligible undergraduates studying biological, life, and agricultural sciences; physical sciences; mathematics; engineering; computer and information sciences; social and behavioral science; and teacher education are encouraged to apply.Eligibility:-U.S. citizenship-Full-time junior academic status in an accredited college or university within the United States or U.S. territories-Cumulative GPA of 3.0-Majoring in a discipline area related to oceanic and atmospheric science, research, technology, and education, and supportive of the purposes of NOAA's programs and mission, e.g., biological, life, and agricultural sciences; physical sciences; mathematics; engineering; computer and information sciences; social and behavioral sciences; and teacher educationFor more information or to apply, please visit the scholarship provider's website.",Ernest F. Hollings Undergraduate Scholarship
0,1315 East-West Highway,Room 10703,"Silver Spring, MD 20910",epp.usp@noaa.gov,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/epp-undergraduate-scholarship-program/,"The goal of the EPP Undergraduate Scholars Program is to increase the number of students who undertake course work and graduate with degrees in targeted academic fields integral to NOAA's mission. This program targets students who have completed their sophomore year, attending minority serving institutions (MSIs), and have recently declared, or about to declare a major in atmospheric, oceanic, or environmental disciplines that support these sciences. You must be a U.S. citizen currently enrolled or accepted as a full-time, second-year student in a four-year academic program or a third-year student in a five-year program in a discipline related to NOAA's programs and mission at an accredited minority-serving institution (college or university within the United States or U.S. territories). Applicants must earn and maintain a minimum 3.2 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",EPP Undergraduate Scholarship Program
0,8510 New York Avenue,,"Urbandale , IA 50322",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/elevate-scholarship-program/,"Manufacturing firms supply more than 208,858 jobs to Iowans. These well-paying careers require education and training beyond high school, but many don't require the often burdensome cost of a bachelor's degree. Recent studies have shown that two-year degree holders, especially in high demand manufacturing occupations, can earn salaries that surpass those of college graduates.(adsbygoogle = window.adsbygoogle || []).push({});Elevate Advanced Manufacturing promotes great careers in advanced manufacturing. Elevate is offering (15) $500 scholarships to Iowa high school seniors interested in studying a manufacturing-related career at one of Iowa's 15 Community Colleges - 1 award will be made per college region.Essay questions:1. Why are interested in pursuing a career in manufacturing?2. Do you have any experience working in a manufacturing-like environment (part-time job, internship, working on your own at home/with friends)? If you have had a job/internship, please identify with what company3. Is there any other reason you believe you deserve this $500 scholarship?For more information or to apply, please visit the scholarship provider's website.",Elevate Scholarship Program
0,PO Box 61493,,"Vancouver, WA 98666",wyeaw@phoenixtechnology.us,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/dpma-pc-scholarship/,"The Data Processing Management Association/Portland Chapter (DPMA/pc) is a locally-based group of professionals dedicated to the promotion of the IT industry through legislation, certification, networking and education. These individuals passionately volunteer their personal financial resources and time to meet these goals. The DPMA/Portland Chapter offers at least one scholarship each year as part of the education promotion program.(adsbygoogle = window.adsbygoogle || []).push({});Eligible applicants are graduating high school seniors from Oregon or Clark County, Washington.For more information or to apply, please visit the scholarship provider's website.",DPMA/pc Scholarship
0,1609 Golden Aspen Drive,Suite 101,"Ames, IA 50010",csgf@krellinst.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/doe-computational-science-graduate-fellowship/,"The Department of Energy Computational Science Graduate Fellowship (DOE CSGF) is a program funded by the Department of Energy's Office of Science and National Nuclear Security Administration. The DOE CSGF trains scientists to meet the nation's workforce needs and helps to create a nationwide interdisciplinary community. The fellowship provides support and guidance to some of the nation's best scientific graduate students and these graduates now work in DOE laboratories, private industry, and educational institutions.(adsbygoogle = window.adsbygoogle || []).push({});The fellowship currently supports more than 60 students at universities across the U.S. More than 250 students at more than 50 U.S. universities have trained as Fellows, and the demand is only growing.Recipients use math and computers to conduct doctoral research in many fields, including:Applied MathematicsAstrophysicsChemical EngineeringChemistryComputer SciencesEnvironmental SciencesLife SciencesMaterials SciencesMechanical EngineeringPhysicsFor more information and to apply, please visit the scholarship provider's website.",DOE Computational Science Graduate Fellowship
0,9665 Gateway Drive,Suite B,"Reno, NV 89521",davidsonfellows@davidsongifted.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/davidson-fellows-scholarship/,"The Davidson Fellows Scholarship awards prestigious scholarships to extraordinary young people, 18 and under, who have completed a significant piece of work. Application categories are science, technology, engineering, mathematics, literature, music, philosophy and outside the box. Davidson Fellows are honored every year in Washington, D.C. with Congressional meetings and a special reception. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Davidson Fellows Scholarship
0,145 Navarro,P.O. Box 1771,"San Antonio, TX 78296-1771",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/cps-energy-safe-program/,"CPS Energy awards six high school juniors who are interested in pursuing a college degree in fields related to the energy industry. Students must be at least 16 years of age on June 1 and a junior in high school. A minimum 3.0 GPA and rank in the top 20% of their class is required as well as having an above-average attendance record. Students should be able to demonstrate an interest in seeking a degree applicable to the utility industry and participate in full-time summer employment with CPS Energy after junior and senior years in high school for 10 weeks each summer, as well as attend all activities sponsored by CPS Energy during summer employment. Applicants must reside in a CPS Energy service area. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",CPS Energy SAFE Program
0,751 W Fourth St,Suite 200,"Winston-Salem, NC 27101-2702",studentaid@wsfoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/claude-b-hart-memorial-scholarship/,"The Claude B. Hart Memorial Scholarship provides scholarships to worthy graduating high school seniors from Elkin High School who intend to major in mathematics (accounting, computer science, business administration) and/or engineering (mechanical, civil, chemical, etc.) in college. The applicant must be able to demonstrate financial need as well as significant promise in leadership. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Claude B. Hart Memorial Scholarship
0,1845 Precinct Line Road,Suite 212,"Hurst, TX 76054",gina.lacy@edsf.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/charlie-corr-memorial-scholarship/,"In order to be eligible for the Charlie Corr Memorial Scholarship, students must have an interest in a career within the document management and graphic communication industry, have a minimum 3.0 GPA, and be a full-time student attending an accredited college or university as of the upcoming fall semester. Preference will be given to students who are pursuing a career in journalism, trade show management or marketing communications.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",Charlie Corr Memorial Scholarship
0,1000 Hilltop Circle,ITE 452,"Baltimore, MD 21250",cindyg@umbc.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/center-for-women-in-technology-cwit-scholars-program-at-umbc/,"CWIT Scholars receive four-year scholarships ranging from $5,000-$15,000 per academic year for in-state students, and from $10,000-$22,000 per academic year for out-of-state students, to cover full tuition, mandatory fees, and other expenses. Each CWIT scholar participates in special courses and activities and receives mentoring from faculty and participating members of the IT and engineering communities. In addition to completing their chosen major, CWIT Scholars participate in a series of academic and extracurricular activities designed to foster a supportive community for women in IT and engineering.(adsbygoogle = window.adsbygoogle || []).push({});Prepare short essay answers of 300 words or less. Essay questions can be found on the application.For more information or to apply, please visit the scholarship provider's website.",Center for Women In Technology (CWIT) Scholars Program at UMBC
0,Boston University School of Education,2 Sherborn St,"Boston, MA 02215",schapin@bu.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/boston-university-robert-noyce-scholarship-programs/,"Boston University is excited to announce the Noyce Scholarship Program in Mathematics, a new initiative to prepare middle school and high school mathematics teachers. With funding from the National Science Foundation and the School of Education and in collaboration with six local school districts and the Graduate School of Arts and Sciences, the Noyce Program will train up to 13 graduate students a year to become mathematics teachers - and Noyce scholars receive 100% tuition support. The one-year program leads to a master's degree and initial teacher licensure. In exchange, Noyce Scholars must commit to teaching for at least two years in a high-need district upon successful completion of the teacher certification program.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must have majored in mathematics or have a degree in engineering-Must be United States citizens, nationals, or permanent resident aliens-Must commit to teaching for at least two years in a high-need district upon successful completion of the teacher certification programFor more information or to apply, please visit the scholarship provider's website.",Boston University Robert Noyce Scholarship Programs
0,400 Commonwealth Dr.,,"Warrendale, PA 15096",scholarships@sae.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/bmw-sae-engineering-scholarship/,"This annual scholarship is provided by BMW AG in recognition of its commitment to excellence in engineering. This scholarship is in support of the SAE Foundation to ensure an adequate supply of well-trained engineers for the future. One scholarship will be awarded each year for $1,500 per year. Scholarships may be renewed at $1,500 a year for three (3) additional years. Applicants must be U.S. residents with a minimum 3.75 GPA and rank in the 90th percentile in both math and critical reading on SAT I or composite ACT scores. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",BMW/SAE Engineering Scholarship
0,1200 5th Avenue,Suite 1300,"Seattle , WA 98101",mybam@microsoft.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/blacks-at-microsoft-scholarship/,"Blacks at Microsoft (BAM) is a company-sponsored employee network dedicated to supporting the continued growth and development of black employees at Microsoft Corporation. Applicants for the Blacks at Microsoft Scholarship must be high-school seniors of African descent (for example, African-American, African, or Ethiopian); must plan to attend a four-year college or university in the fall of the year following high-school graduation(adsbygoogle = window.adsbygoogle || []).push({});and plan to pursue a bachelor's degree in engineering, computer science, computer information systems, or select business programs (such as finance, business administration, or marketing). A minimum 3.3 GPA and financial need is required. For more information or to apply, please visit the scholarship provider's website.",Blacks at Microsoft Scholarship
0,6011 W. Courtyard Dr.,Suite 410,"Austin, TX 78730",scholarship@thebhwgroup.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/bhw-scholarship/,"The BWH Group offers a scholarship for women who are pursuing an undergraduate or master's degree and are majoring in science, technology, engineering, or mathematics (STEM fields) during the current school year. Applicants must write an essay between 500-800 words on either of the following topics: Tell us about your favorite app and what you like about it, and tell us about a time an app played a significant role in improving your day. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",BHW Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/betty-stevens-frecknall-scholarship/,"The Foundation currently provides scholarship funds or assists in the scholarship award process for the following programs. The Betty Stevens-Frecknall Scholarship, a national scholarship that is awarded annually, supports university students seeking an education in an accredited degree program related to information technology.(adsbygoogle = window.adsbygoogle || []).push({});Applicants be an active AITP student member, a declared computer science/CIS/MIS/IT major with an overall and major GPA of at least 3.0 on a 4.0 scale (or equivalent) and must have satisfactorily completed at least one full semester of college (12 semester hours or equivalent). Must be enrolled as a full-time (12 semester hours or equivalent) undergraduate student at an accredited institution in the United States and be a U.S. Citizen or U.S. Permanent Resident. For more information or to apply, please visit the scholarship provider's website.",Betty Stevens-Frecknall Scholarship
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/bernold-and-beatrice-pollard-scholarship-program/,"Native American/Alaska Native undergraduate students attending tribal colleges and universities are eligible to apply for both the American Indian College Fund Full Circle Scholarship Program and the American Indian College Fund TCU Scholarship Program.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for both scholarships include:-U.S. citizenship-Enrollment in an accredited tribal college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the Bernold and Beatrice Pollard Scholarship Program:-Be pursuing a bachelors degree-Minimum 2.5 GPA-Preference for students from the Round Valley Indian Tribes of northern California and the Fort Bidwell Indian Community-Preference for students in STEM fieldsFor more information or to apply, please visit the scholarship provider's website.",Bernold and Beatrice Pollard Scholarship Program
0,1800 West Loop South,Suite 250,"Houston, TX 77027",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/benjamin-a-gilman-international-scholarship-program/,"The Gilman Scholarship Program is open to U.S. citizen undergraduate students who are receiving Federal Pell Grant funding at a two-year or four-year college or university to participate in study and intern abroad programs worldwide.  For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Benjamin A. Gilman International Scholarship Program
